temperature, rainfall, humudity, yeild_apples
37.00 39.00 73.00 334.00
72.00 76.00 70.00 434.00
99.00 67.00 43.00 362.00
86.00 34.00 77.00 385.00
31.00 45.00 69.00 328.00
72.00 75.00 93.00 501.00
63.00 34.00 98.00 425.00
44.00 92.00 55.00 393.00
28.00 95.00 65.00 413.00
48.00 70.00 77.00 419.00
52.00 38.00 53.00 287.00
39.00 32.00 93.00 382.00
94.00 64.00 50.00 372.00
86.00 34.00 25.00 229.00
68.00 67.00 57.00 373.00
74.00 36.00 22.00 212.00
44.00 88.00 41.00 343.00
45.00 90.00 84.00 477.00
91.00 50.00 70.00 401.00
90.00 92.00 76.00 502.00
50.00 75.00 52.00 356.00
71.00 71.00 82.00 459.00
95.00 38.00 73.00 390.00
86.00 73.00 22.00 298.00
98.00 48.00 36.00 302.00
97.00 74.00 25.00 320.00
29.00 39.00 23.00 176.00
41.00 28.00 95.00 382.00
25.00 93.00 73.00 430.00
45.00 42.00 60.00 309.00
76.00 42.00 65.00 355.00
53.00 38.00 47.00 270.00
58.00 61.00 84.00 432.00
33.00 87.00 31.00 300.00
78.00 50.00 84.00 430.00
84.00 77.00 20.00 298.00
90.00 73.00 57.00 407.00
54.00 56.00 60.00 346.00
46.00 51.00 91.00 421.00
51.00 28.00 77.00 338.00
80.00 73.00 76.00 454.00
82.00 23.00 62.00 314.00
27.00 48.00 84.00 375.00
68.00 69.00 51.00 359.00
60.00 58.00 34.00 278.00
50.00 25.00 36.00 208.00
78.00 58.00 94.00 476.00
79.00 53.00 47.00 326.00
55.00 86.00 91.00 500.00
86.00 75.00 69.00 443.00
27.00 38.00 60.00 283.00
39.00 63.00 69.00 372.00
65.00 76.00 31.00 310.00
20.00 58.00 25.00 211.00
66.00 48.00 48.00 306.00
60.00 39.00 46.00 276.00
69.00 24.00 62.00 303.00
58.00 55.00 22.00 234.00
45.00 45.00 52.00 291.00
49.00 66.00 52.00 337.00
81.00 67.00 38.00 329.00
40.00 78.00 81.00 439.00
61.00 58.00 35.00 282.00
44.00 79.00 99.00 499.00
62.00 94.00 26.00 328.00
55.00 23.00 54.00 263.00
40.00 91.00 85.00 477.00
84.00 44.00 53.00 331.00
45.00 65.00 22.00 241.00
52.00 60.00 73.00 391.00
57.00 48.00 88.00 417.00
84.00 85.00 25.00 329.00
75.00 79.00 38.00 347.00
98.00 52.00 63.00 391.00
28.00 96.00 81.00 463.00
86.00 86.00 49.00 405.00
33.00 47.00 68.00 331.00
28.00 56.00 44.00 272.00
88.00 38.00 53.00 323.00
34.00 30.00 68.00 298.00
85.00 47.00 30.00 269.00
93.00 96.00 92.00 561.00
43.00 79.00 38.00 315.00
74.00 29.00 59.00 309.00
90.00 23.00 64.00 328.00
50.00 80.00 61.00 393.00
37.00 42.00 91.00 394.00
99.00 45.00 62.00 375.00
91.00 65.00 98.00 515.00
83.00 88.00 36.00 367.00
100.00 58.00 48.00 360.00
71.00 49.00 68.00 373.00
23.00 61.00 98.00 439.00
48.00 77.00 28.00 286.00
39.00 26.00 86.00 349.00
21.00 55.00 81.00 374.00
53.00 41.00 37.00 246.00
71.00 99.00 57.00 440.00
33.00 51.00 66.00 333.00
43.00 72.00 94.00 469.00
24.00 67.00 33.00 257.00
55.00 81.00 95.00 502.00
42.00 99.00 93.00 519.00
95.00 54.00 23.00 272.00
58.00 46.00 69.00 357.00
46.00 28.00 31.00 195.00
51.00 68.00 52.00 343.00
38.00 38.00 41.00 237.00
85.00 67.00 87.00 480.00
47.00 98.00 22.00 309.00
86.00 87.00 64.00 452.00
51.00 56.00 89.00 430.00
48.00 62.00 36.00 280.00
95.00 39.00 33.00 272.00
73.00 90.00 39.00 370.00
28.00 95.00 87.00 479.00
33.00 60.00 95.00 438.00
54.00 44.00 48.00 286.00
95.00 87.00 69.00 476.00
69.00 49.00 74.00 389.00
54.00 31.00 81.00 359.00
76.00 76.00 54.00 390.00
63.00 41.00 70.00 355.00
47.00 64.00 68.00 379.00
59.00 87.00 71.00 446.00
25.00 45.00 26.00 193.00
29.00 73.00 97.00 466.00
55.00 89.00 43.00 362.00
100.00 62.00 79.00 461.00
29.00 60.00 63.00 338.00
29.00 71.00 98.00 465.00
54.00 78.00 74.00 432.00
57.00 21.00 60.00 279.00
71.00 64.00 83.00 448.00
41.00 82.00 28.00 289.00
68.00 28.00 44.00 256.00
55.00 55.00 76.00 393.00
66.00 72.00 55.00 375.00
91.00 88.00 40.00 387.00
82.00 31.00 28.00 228.00
57.00 66.00 23.00 258.00
40.00 87.00 53.00 373.00
81.00 27.00 93.00 414.00
28.00 79.00 22.00 252.00
32.00 36.00 46.00 242.00
55.00 75.00 93.00 484.00
73.00 23.00 48.00 263.00
97.00 78.00 92.00 529.00
48.00 49.00 42.00 272.00
21.00 99.00 95.00 504.00
73.00 29.00 90.00 401.00
57.00 59.00 38.00 289.00
36.00 65.00 95.00 451.00
32.00 64.00 46.00 298.00
95.00 69.00 98.00 527.00
82.00 82.00 98.00 540.00
55.00 26.00 90.00 377.00
57.00 68.00 26.00 271.00
44.00 78.00 36.00 308.00
46.00 86.00 76.00 446.00
92.00 40.00 82.00 418.00
23.00 54.00 92.00 407.00
40.00 73.00 83.00 435.00
81.00 96.00 95.00 558.00
42.00 34.00 91.00 383.00
80.00 56.00 56.00 360.00
97.00 60.00 38.00 331.00
21.00 64.00 95.00 434.00
77.00 87.00 37.00 362.00
63.00 58.00 46.00 317.00
40.00 64.00 83.00 417.00
80.00 53.00 25.00 261.00
43.00 43.00 58.00 303.00
96.00 67.00 46.00 368.00
73.00 50.00 71.00 386.00
88.00 68.00 78.00 458.00
41.00 46.00 75.00 358.00
55.00 29.00 22.00 179.00
92.00 47.00 56.00 354.00
61.00 26.00 62.00 299.00
60.00 55.00 79.00 407.00
64.00 34.00 66.00 330.00
59.00 79.00 31.00 310.00
82.00 43.00 44.00 300.00
99.00 42.00 73.00 402.00
46.00 97.00 95.00 525.00
71.00 73.00 87.00 478.00
89.00 87.00 79.00 500.00
58.00 69.00 72.00 412.00
35.00 82.00 37.00 310.00
71.00 49.00 87.00 430.00
26.00 92.00 82.00 456.00
93.00 33.00 45.00 294.00
77.00 62.00 96.00 489.00
52.00 98.00 51.00 401.00
61.00 62.00 98.00 479.00
80.00 42.00 76.00 392.00
24.00 90.00 57.00 375.00
73.00 89.00 62.00 437.00
68.00 21.00 87.00 371.00
62.00 72.00 76.00 434.00
52.00 61.00 61.00 357.00
80.00 91.00 38.00 376.00
96.00 100.00 51.00 449.00
83.00 81.00 62.00 431.00
73.00 31.00 27.00 216.00
74.00 26.00 71.00 339.00
44.00 37.00 79.00 355.00
25.00 72.00 90.00 439.00
20.00 86.00 64.00 384.00
58.00 47.00 41.00 275.00
58.00 49.00 100.00 456.00
24.00 82.00 93.00 467.00
81.00 23.00 97.00 418.00
49.00 56.00 38.00 275.00
89.00 99.00 22.00 353.00
34.00 57.00 82.00 394.00
28.00 60.00 61.00 331.00
92.00 68.00 64.00 420.00
60.00 70.00 71.00 413.00
80.00 92.00 35.00 369.00
72.00 37.00 93.00 425.00
38.00 95.00 91.00 501.00
41.00 74.00 82.00 435.00
30.00 27.00 62.00 270.00
65.00 65.00 97.00 486.00
57.00 40.00 39.00 254.00
95.00 49.00 87.00 454.00
36.00 61.00 75.00 383.00
62.00 88.00 29.00 325.00
73.00 84.00 61.00 424.00
83.00 51.00 41.00 308.00
87.00 97.00 43.00 410.00
50.00 76.00 38.00 316.00
49.00 52.00 27.00 234.00
56.00 63.00 64.00 374.00
38.00 94.00 49.00 373.00
60.00 31.00 88.00 386.00
92.00 22.00 82.00 382.00
40.00 43.00 62.00 312.00
30.00 21.00 38.00 186.00
56.00 44.00 83.00 393.00
76.00 56.00 74.00 410.00
63.00 58.00 34.00 281.00
37.00 82.00 88.00 465.00
77.00 71.00 55.00 384.00
99.00 29.00 61.00 340.00
89.00 23.00 76.00 363.00
29.00 33.00 30.00 185.00
83.00 71.00 80.00 465.00
20.00 46.00 42.00 238.00
54.00 20.00 58.00 268.00
69.00 35.00 27.00 220.00
40.00 98.00 79.00 473.00
50.00 73.00 97.00 487.00
76.00 47.00 43.00 299.00
23.00 37.00 53.00 256.00
24.00 86.00 23.00 265.00
28.00 85.00 75.00 423.00
79.00 54.00 69.00 394.00
43.00 82.00 30.00 297.00
22.00 50.00 45.00 257.00
63.00 23.00 77.00 340.00
64.00 23.00 22.00 176.00
63.00 93.00 33.00 348.00
85.00 84.00 96.00 541.00
29.00 39.00 48.00 251.00
68.00 34.00 27.00 217.00
44.00 74.00 63.00 381.00
72.00 69.00 37.00 321.00
24.00 67.00 84.00 410.00
93.00 74.00 45.00 376.00
33.00 94.00 56.00 389.00
29.00 87.00 87.00 464.00
76.00 42.00 74.00 382.00
42.00 27.00 43.00 225.00
50.00 95.00 75.00 465.00
49.00 69.00 74.00 409.00
99.00 100.00 77.00 530.00
72.00 96.00 54.00 426.00
35.00 100.00 88.00 499.00
73.00 51.00 71.00 388.00
71.00 59.00 50.00 339.00
56.00 77.00 20.00 270.00
61.00 74.00 40.00 329.00
76.00 72.00 66.00 418.00
64.00 58.00 79.00 417.00
28.00 78.00 98.00 478.00
87.00 36.00 71.00 372.00
81.00 71.00 72.00 439.00
48.00 26.00 35.00 205.00
76.00 42.00 86.00 418.00
57.00 51.00 72.00 375.00
53.00 77.00 73.00 426.00
38.00 81.00 32.00 296.00
70.00 54.00 32.00 274.00
56.00 38.00 68.00 336.00
39.00 58.00 59.00 332.00
64.00 54.00 83.00 421.00
45.00 87.00 55.00 384.00
21.00 43.00 36.00 215.00
53.00 60.00 32.00 269.00
74.00 86.00 38.00 360.00
90.00 29.00 38.00 262.00
100.00 24.00 47.00 289.00
40.00 74.00 70.00 398.00
41.00 62.00 96.00 453.00
80.00 42.00 97.00 455.00
49.00 46.00 50.00 291.00
92.00 68.00 98.00 522.00
29.00 84.00 29.00 284.00
24.00 81.00 63.00 375.00
87.00 99.00 94.00 567.00
72.00 98.00 47.00 409.00
52.00 81.00 65.00 409.00
89.00 80.00 88.00 513.00
36.00 100.00 73.00 455.00
47.00 98.00 97.00 534.00
79.00 77.00 29.00 320.00
27.00 57.00 69.00 348.00
64.00 93.00 81.00 493.00
86.00 58.00 63.00 391.00
37.00 75.00 57.00 358.00
85.00 86.00 25.00 332.00
62.00 37.00 98.00 430.00
87.00 37.00 27.00 242.00
23.00 69.00 78.00 395.00
96.00 62.00 23.00 289.00
27.00 44.00 100.00 415.00
33.00 78.00 68.00 393.00
81.00 51.00 97.00 474.00
92.00 22.00 98.00 430.00
54.00 89.00 81.00 475.00
34.00 95.00 96.00 512.00
28.00 35.00 78.00 332.00
23.00 70.00 24.00 235.00
77.00 52.00 76.00 409.00
42.00 30.00 81.00 345.00
37.00 49.00 71.00 348.00
80.00 27.00 100.00 434.00
50.00 43.00 74.00 358.00
96.00 77.00 22.00 316.00
80.00 55.00 76.00 418.00
37.00 35.00 45.00 242.00
46.00 62.00 31.00 263.00
74.00 86.00 32.00 342.00
88.00 27.00 93.00 421.00
42.00 24.00 20.00 150.00
90.00 84.00 44.00 390.00
51.00 91.00 96.00 521.00
35.00 23.00 58.00 255.00
75.00 85.00 37.00 356.00
31.00 35.00 95.00 386.00
96.00 93.00 81.00 525.00
71.00 48.00 74.00 389.00
61.00 30.00 67.00 322.00
52.00 74.00 41.00 323.00
55.00 24.00 64.00 295.00
54.00 74.00 40.00 322.00
95.00 79.00 43.00 382.00
75.00 83.00 24.00 313.00
75.00 23.00 23.00 190.00
88.00 46.00 99.00 477.00
75.00 64.00 66.00 401.00
96.00 59.00 52.00 370.00
93.00 66.00 92.00 501.00
81.00 96.00 40.00 393.00
100.00 75.00 82.00 496.00
25.00 56.00 69.00 344.00
33.00 41.00 48.00 259.00
42.00 43.00 69.00 335.00
34.00 40.00 83.00 363.00
89.00 42.00 35.00 278.00
44.00 63.00 90.00 440.00
21.00 76.00 40.00 293.00
96.00 78.00 26.00 330.00
68.00 79.00 70.00 436.00
90.00 88.00 70.00 476.00
85.00 100.00 42.00 411.00
23.00 37.00 47.00 238.00
99.00 98.00 82.00 541.00
49.00 36.00 72.00 337.00
62.00 90.00 39.00 359.00
52.00 49.00 71.00 363.00
54.00 43.00 86.00 398.00
98.00 86.00 64.00 462.00
52.00 30.00 98.00 406.00
61.00 45.00 31.00 244.00
84.00 55.00 94.00 476.00
60.00 80.00 100.00 520.00
93.00 77.00 56.00 415.00
49.00 50.00 30.00 239.00
96.00 62.00 43.00 349.00
60.00 32.00 62.00 310.00
29.00 70.00 82.00 415.00
64.00 54.00 29.00 259.00
64.00 31.00 68.00 330.00
87.00 49.00 83.00 434.00
85.00 22.00 34.00 231.00
20.00 81.00 30.00 272.00
86.00 69.00 32.00 320.00
85.00 92.00 98.00 563.00
40.00 32.00 79.00 341.00
99.00 32.00 37.00 274.00
24.00 100.00 92.00 500.00
33.00 82.00 20.00 257.00
64.00 60.00 90.00 454.00
81.00 63.00 63.00 396.00
71.00 99.00 40.00 389.00
80.00 20.00 23.00 189.00
74.00 25.00 84.00 376.00
82.00 60.00 71.00 415.00
42.00 37.00 100.00 416.00
84.00 90.00 52.00 420.00
74.00 57.00 97.00 479.00
74.00 59.00 22.00 258.00
55.00 87.00 53.00 388.00
32.00 78.00 23.00 257.00
83.00 62.00 94.00 489.00
95.00 94.00 100.00 583.00
23.00 65.00 49.00 300.00
50.00 60.00 22.00 236.00
55.00 48.00 48.00 295.00
45.00 44.00 74.00 355.00
35.00 70.00 97.00 466.00
53.00 55.00 64.00 355.00
43.00 24.00 41.00 214.00
88.00 48.00 82.00 430.00
98.00 54.00 85.00 461.00
27.00 22.00 53.00 230.00
38.00 86.00 55.00 375.00
81.00 83.00 42.00 373.00
80.00 66.00 33.00 311.00
96.00 45.00 69.00 393.00
68.00 46.00 99.00 457.00
28.00 24.00 44.00 208.00
99.00 34.00 37.00 278.00
84.00 32.00 40.00 268.00
76.00 78.00 64.00 424.00
37.00 54.00 93.00 424.00
89.00 93.00 26.00 353.00
49.00 39.00 29.00 214.00
98.00 82.00 84.00 514.00
91.00 94.00 84.00 531.00
49.00 32.00 46.00 251.00
30.00 33.00 91.00 369.00
46.00 95.00 66.00 434.00
75.00 56.00 65.00 382.00
90.00 30.00 82.00 396.00
81.00 67.00 44.00 347.00
40.00 79.00 27.00 279.00
29.00 43.00 24.00 187.00
71.00 61.00 76.00 421.00
87.00 58.00 92.00 479.00
33.00 96.00 37.00 336.00
88.00 38.00 26.00 242.00
64.00 28.00 87.00 381.00
30.00 74.00 38.00 292.00
83.00 100.00 62.00 469.00
95.00 28.00 91.00 424.00
77.00 57.00 98.00 485.00
58.00 35.00 74.00 350.00
44.00 39.00 56.00 290.00
79.00 94.00 82.00 513.00
59.00 36.00 37.00 242.00
72.00 23.00 71.00 331.00
29.00 86.00 38.00 315.00
24.00 60.00 85.00 399.00
41.00 61.00 49.00 310.00
69.00 31.00 46.00 269.00
60.00 89.00 37.00 349.00
23.00 50.00 41.00 246.00
21.00 91.00 89.00 470.00
41.00 38.00 79.00 354.00
48.00 30.00 77.00 339.00
49.00 27.00 99.00 400.00
25.00 94.00 92.00 489.00
98.00 23.00 97.00 435.00
76.00 44.00 69.00 371.00
28.00 42.00 78.00 346.00
90.00 70.00 25.00 305.00
78.00 85.00 50.00 398.00
80.00 20.00 93.00 399.00
20.00 97.00 37.00 325.00
40.00 91.00 42.00 348.00
50.00 98.00 82.00 492.00
100.00 63.00 60.00 406.00
29.00 36.00 27.00 182.00
89.00 31.00 60.00 331.00
20.00 35.00 35.00 195.00
53.00 24.00 53.00 260.00
42.00 59.00 52.00 316.00
49.00 36.00 61.00 304.00
78.00 91.00 31.00 353.00
98.00 35.00 64.00 360.00
85.00 68.00 34.00 323.00
72.00 73.00 32.00 314.00
80.00 31.00 61.00 325.00
71.00 81.00 29.00 320.00
46.00 71.00 44.00 320.00
77.00 45.00 100.00 467.00
57.00 89.00 71.00 448.00
37.00 61.00 26.00 237.00
36.00 71.00 75.00 403.00
34.00 89.00 22.00 278.00
99.00 36.00 99.00 468.00
21.00 74.00 66.00 367.00
56.00 93.00 81.00 485.00
88.00 74.00 74.00 458.00
48.00 50.00 98.00 442.00
75.00 94.00 54.00 425.00
96.00 85.00 35.00 371.00
33.00 70.00 71.00 386.00
99.00 48.00 28.00 279.00
99.00 50.00 44.00 331.00
24.00 54.00 36.00 240.00
58.00 70.00 73.00 417.00
67.00 67.00 76.00 429.00
53.00 51.00 100.00 455.00
25.00 56.00 79.00 374.00
20.00 79.00 29.00 265.00
33.00 68.00 99.00 466.00
95.00 63.00 95.00 506.00
26.00 60.00 64.00 338.00
66.00 26.00 89.00 385.00
66.00 97.00 91.00 533.00
37.00 38.00 48.00 257.00
60.00 71.00 87.00 463.00
64.00 88.00 56.00 408.00
59.00 57.00 55.00 338.00
35.00 33.00 100.00 401.00
22.00 52.00 78.00 360.00
85.00 23.00 44.00 263.00
91.00 86.00 72.00 479.00
91.00 93.00 83.00 526.00
70.00 30.00 71.00 343.00
95.00 69.00 21.00 296.00
48.00 25.00 22.00 164.00
99.00 93.00 46.00 423.00
54.00 63.00 33.00 279.00
94.00 63.00 88.00 484.00
45.00 95.00 76.00 463.00
90.00 67.00 54.00 386.00
46.00 93.00 97.00 523.00
100.00 26.00 96.00 440.00
95.00 30.00 53.00 314.00
71.00 89.00 54.00 411.00
39.00 64.00 99.00 464.00
91.00 94.00 32.00 375.00
21.00 86.00 67.00 394.00
72.00 72.00 91.00 489.00
71.00 25.00 85.00 376.00
28.00 25.00 93.00 357.00
42.00 37.00 97.00 407.00
63.00 32.00 87.00 388.00
35.00 58.00 90.00 421.00
69.00 25.00 86.00 377.00
91.00 35.00 29.00 248.00
96.00 23.00 54.00 304.00
28.00 81.00 80.00 430.00
96.00 72.00 86.00 498.00
90.00 28.00 50.00 296.00
72.00 69.00 91.00 483.00
38.00 49.00 36.00 244.00
41.00 89.00 52.00 375.00
90.00 36.00 86.00 420.00
35.00 60.00 87.00 416.00
27.00 69.00 54.00 327.00
45.00 23.00 30.00 181.00
90.00 78.00 20.00 306.00
98.00 94.00 39.00 403.00
87.00 94.00 83.00 524.00
79.00 92.00 46.00 401.00
69.00 78.00 65.00 420.00
67.00 75.00 58.00 391.00
57.00 45.00 32.00 243.00
93.00 86.00 56.00 433.00
76.00 44.00 64.00 356.00
31.00 67.00 64.00 357.00
53.00 69.00 34.00 293.00
54.00 53.00 94.00 442.00
79.00 87.00 76.00 481.00
71.00 44.00 60.00 339.00
35.00 99.00 48.00 377.00
30.00 91.00 20.00 272.00
87.00 55.00 48.00 341.00
42.00 62.00 62.00 352.00
39.00 31.00 79.00 338.00
85.00 40.00 63.00 354.00
49.00 59.00 64.00 359.00
83.00 47.00 61.00 360.00
99.00 32.00 28.00 247.00
51.00 84.00 62.00 405.00
88.00 100.00 79.00 525.00
85.00 53.00 98.00 485.00
50.00 33.00 100.00 416.00
26.00 64.00 61.00 337.00
100.00 95.00 42.00 416.00
67.00 52.00 99.00 468.00
37.00 83.00 70.00 413.00
71.00 49.00 63.00 358.00
61.00 65.00 85.00 446.00
20.00 31.00 96.00 370.00
72.00 87.00 89.00 513.00
77.00 94.00 100.00 565.00
21.00 100.00 37.00 332.00
84.00 90.00 73.00 483.00
39.00 58.00 63.00 344.00
37.00 23.00 90.00 353.00
87.00 72.00 41.00 354.00
31.00 59.00 83.00 398.00
60.00 61.00 66.00 380.00
27.00 59.00 66.00 343.00
94.00 50.00 23.00 263.00
73.00 26.00 70.00 335.00
67.00 20.00 82.00 353.00
22.00 55.00 85.00 387.00
36.00 42.00 24.00 192.00
84.00 42.00 57.00 339.00
78.00 69.00 34.00 318.00
73.00 31.00 67.00 336.00
30.00 23.00 41.00 199.00
52.00 87.00 41.00 349.00
100.00 91.00 41.00 405.00
57.00 94.00 39.00 362.00
32.00 79.00 55.00 355.00
94.00 99.00 39.00 409.00
51.00 35.00 66.00 319.00
62.00 66.00 70.00 404.00
41.00 49.00 73.00 358.00
70.00 51.00 93.00 451.00
40.00 27.00 81.00 337.00
60.00 65.00 42.00 316.00
69.00 69.00 55.00 372.00
85.00 98.00 29.00 368.00
61.00 23.00 70.00 317.00
20.00 34.00 66.00 286.00
42.00 76.00 70.00 404.00
22.00 67.00 95.00 441.00
45.00 57.00 52.00 315.00
97.00 35.00 93.00 446.00
56.00 87.00 62.00 416.00
37.00 25.00 32.00 183.00
79.00 29.00 60.00 317.00
96.00 22.00 91.00 413.00
26.00 29.00 95.00 369.00
25.00 80.00 74.00 407.00
79.00 88.00 60.00 435.00
60.00 86.00 73.00 451.00
91.00 22.00 93.00 414.00
95.00 90.00 23.00 344.00
78.00 45.00 85.00 423.00
53.00 87.00 92.00 503.00
72.00 53.00 81.00 421.00
97.00 20.00 38.00 251.00
93.00 77.00 60.00 427.00
48.00 74.00 95.00 481.00
37.00 48.00 98.00 427.00
86.00 47.00 68.00 384.00
40.00 80.00 76.00 428.00
75.00 48.00 42.00 297.00
96.00 80.00 52.00 412.00
40.00 26.00 72.00 308.00
62.00 20.00 40.00 222.00
73.00 72.00 89.00 484.00
66.00 67.00 93.00 479.00
56.00 55.00 62.00 352.00
39.00 82.00 66.00 401.00
23.00 98.00 29.00 306.00
73.00 63.00 60.00 379.00
76.00 39.00 64.00 346.00
76.00 28.00 63.00 321.00
82.00 88.00 76.00 486.00
79.00 28.00 68.00 339.00
81.00 80.00 85.00 496.00
35.00 67.00 62.00 355.00
63.00 97.00 68.00 461.00
39.00 40.00 71.00 332.00
94.00 76.00 95.00 531.00
64.00 58.00 58.00 354.00
42.00 28.00 92.00 374.00
79.00 49.00 72.00 393.00
83.00 83.00 55.00 414.00
73.00 80.00 58.00 407.00
30.00 44.00 91.00 391.00
85.00 45.00 35.00 280.00
72.00 95.00 96.00 550.00
67.00 100.00 64.00 459.00
46.00 76.00 36.00 306.00
36.00 24.00 58.00 258.00
57.00 54.00 50.00 315.00
39.00 79.00 73.00 416.00
49.00 62.00 31.00 266.00
61.00 56.00 40.00 293.00
75.00 93.00 68.00 465.00
65.00 55.00 95.00 460.00
63.00 53.00 88.00 433.00
28.00 24.00 60.00 256.00
27.00 82.00 76.00 419.00
50.00 35.00 48.00 264.00
47.00 60.00 92.00 443.00
62.00 30.00 43.00 251.00
30.00 74.00 100.00 478.00
78.00 42.00 53.00 321.00
76.00 54.00 83.00 433.00
60.00 25.00 40.00 230.00
27.00 93.00 37.00 324.00
24.00 30.00 83.00 333.00
67.00 69.00 69.00 412.00
46.00 84.00 60.00 394.00
60.00 47.00 23.00 223.00
79.00 97.00 99.00 570.00
60.00 27.00 59.00 291.00
88.00 46.00 24.00 252.00
37.00 46.00 83.00 378.00
78.00 51.00 40.00 300.00
33.00 21.00 24.00 147.00
66.00 48.00 57.00 333.00
50.00 74.00 22.00 264.00
54.00 53.00 41.00 283.00
50.00 78.00 76.00 434.00
98.00 21.00 68.00 344.00
99.00 79.00 21.00 320.00
96.00 99.00 66.00 492.00
80.00 31.00 56.00 310.00
44.00 59.00 67.00 363.00
50.00 41.00 33.00 231.00
59.00 77.00 94.00 495.00
87.00 72.00 45.00 366.00
39.00 47.00 37.00 244.00
38.00 31.00 67.00 301.00
52.00 57.00 72.00 382.00
67.00 94.00 70.00 465.00
36.00 21.00 92.00 354.00
89.00 40.00 38.00 283.00
47.00 84.00 47.00 356.00
55.00 72.00 78.00 433.00
86.00 24.00 56.00 302.00
33.00 100.00 26.00 311.00
62.00 89.00 67.00 441.00
89.00 95.00 39.00 396.00
83.00 78.00 48.00 383.00
67.00 56.00 78.00 413.00
41.00 80.00 42.00 327.00
81.00 67.00 53.00 374.00
32.00 91.00 65.00 409.00
59.00 60.00 43.00 308.00
22.00 45.00 83.00 361.00
59.00 93.00 66.00 443.00
40.00 56.00 27.00 233.00
93.00 41.00 38.00 289.00
92.00 32.00 48.00 300.00
87.00 70.00 22.00 293.00
96.00 33.00 34.00 264.00
84.00 71.00 91.00 499.00
75.00 51.00 41.00 300.00
43.00 87.00 50.00 367.00
64.00 34.00 37.00 243.00
38.00 49.00 39.00 253.00
55.00 46.00 76.00 375.00
35.00 64.00 52.00 319.00
44.00 48.00 70.00 350.00
41.00 96.00 70.00 443.00
40.00 49.00 96.00 426.00
78.00 99.00 70.00 486.00
28.00 82.00 83.00 441.00
38.00 81.00 89.00 467.00
61.00 64.00 57.00 360.00
72.00 20.00 85.00 367.00
40.00 87.00 81.00 457.00
96.00 39.00 93.00 453.00
76.00 32.00 48.00 284.00
32.00 30.00 96.00 380.00
74.00 68.00 93.00 489.00
60.00 36.00 88.00 396.00
59.00 66.00 88.00 455.00
64.00 31.00 46.00 264.00
82.00 53.00 76.00 416.00
80.00 61.00 57.00 373.00
100.00 31.00 69.00 369.00
61.00 95.00 81.00 494.00
29.00 88.00 69.00 412.00
33.00 46.00 78.00 359.00
26.00 81.00 84.00 440.00
34.00 27.00 43.00 217.00
74.00 50.00 92.00 450.00
89.00 57.00 56.00 371.00
26.00 83.00 30.00 282.00
59.00 49.00 82.00 403.00
66.00 47.00 56.00 328.00
100.00 41.00 20.00 242.00
68.00 68.00 89.00 471.00
30.00 42.00 97.00 405.00
94.00 29.00 67.00 353.00
33.00 75.00 58.00 357.00
74.00 59.00 36.00 300.00
74.00 29.00 41.00 255.00
73.00 51.00 50.00 325.00
100.00 30.00 69.00 367.00
89.00 66.00 83.00 470.00
99.00 58.00 27.00 296.00
36.00 100.00 83.00 485.00
26.00 29.00 22.00 150.00
93.00 93.00 53.00 438.00
48.00 78.00 59.00 381.00
80.00 65.00 30.00 300.00
32.00 38.00 90.00 378.00
93.00 56.00 82.00 451.00
73.00 42.00 67.00 358.00
78.00 85.00 44.00 380.00
40.00 37.00 74.00 336.00
60.00 94.00 27.00 329.00
57.00 97.00 87.00 512.00
54.00 40.00 29.00 221.00
46.00 54.00 30.00 244.00
67.00 95.00 94.00 539.00
60.00 61.00 23.00 251.00
71.00 70.00 42.00 337.00
89.00 83.00 28.00 339.00
41.00 51.00 71.00 356.00
78.00 51.00 99.00 477.00
31.00 56.00 27.00 224.00
97.00 92.00 44.00 413.00
71.00 97.00 82.00 511.00
74.00 59.00 62.00 378.00
100.00 55.00 39.00 327.00
75.00 46.00 67.00 368.00
92.00 41.00 58.00 348.00
89.00 63.00 55.00 380.00
87.00 99.00 35.00 390.00
91.00 70.00 34.00 333.00
91.00 22.00 65.00 330.00
76.00 60.00 58.00 370.00
32.00 82.00 49.00 343.00
21.00 48.00 26.00 195.00
51.00 65.00 97.00 472.00
59.00 22.00 95.00 388.00
64.00 54.00 72.00 388.00
24.00 77.00 38.00 292.00
94.00 43.00 76.00 408.00
48.00 26.00 25.00 175.00
37.00 92.00 73.00 440.00
99.00 32.00 24.00 235.00
47.00 39.00 27.00 206.00
47.00 53.00 26.00 231.00
73.00 44.00 46.00 299.00
32.00 64.00 44.00 292.00
98.00 21.00 96.00 428.00
83.00 57.00 51.00 350.00
46.00 31.00 20.00 168.00
41.00 77.00 100.00 495.00
75.00 42.00 79.00 396.00
69.00 77.00 22.00 289.00
68.00 69.00 20.00 266.00
87.00 30.00 27.00 228.00
70.00 56.00 96.00 470.00
52.00 82.00 54.00 378.00
23.00 67.00 96.00 445.00
38.00 81.00 86.00 458.00
86.00 56.00 52.00 354.00
95.00 32.00 43.00 288.00
20.00 87.00 65.00 389.00
47.00 81.00 54.00 371.00
44.00 57.00 36.00 266.00
91.00 87.00 31.00 358.00
34.00 45.00 89.00 391.00
83.00 41.00 93.00 444.00
65.00 45.00 57.00 326.00
23.00 46.00 59.00 292.00
57.00 80.00 90.00 487.00
85.00 42.00 57.00 340.00
45.00 46.00 80.00 377.00
23.00 28.00 81.00 322.00
